"complaint","category"
mohon lapor pak tolong ada pohon sudah lama mati di jln wijaya kusuma raya depan indomaret tp mdak ada tindakan sangat berbahaya bagi pengendara motor jika ada batang nya yng terjatuh di jalan tabe mohon ijin 🙏🙏 …,hutan
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"sy komplain ke petugas truck sampah yg kerjanya ambil sampah ke perumahan tegal parepare. mereka mentarif bayar 10rb tiap rumah jika sampah rumah mau di angkut. dan tdk mengambil sampah rumah warga jika ada wrga yg tdk membayar ke mereka. klw dlm 1 kompleks org kaya semua, ya mngkin bisa2 sj. kan ada jg org kehidupannya pas pas-an.petugas truck sampah kan tugasnya ngambil sampah membantu masyarakat.tolong petugasnya di arahkan",sampah
"terimakasih untuk petugas dan staff yg bekerja melayani masyarakat. dan tolong ditindak untuk petugas lapangan yg mengabaikan masyarakat saat ingin membuang sampah. kejadian hari ini pas sya mau buang sampah, sya panggil bapaknya dan msh smpat balik tpi sya diabaikan dan lsg prgi. yg saya sygkan adalah attitudenya. kalo persoalan knapa sya tdk siapkan smpah diluar, itu krna biasa di acak2 kucing liar jdi sya stand by dipintu menunggu mobil sampahnya lewat. kalau keluhan ku sampai ditelinga petugas yg tadi, pasti dia tau kalo sya yg melapor krna tadi mmg kami kontak mata tpi diabaikan. terimakasih 💐",sampah
"petugas dlh bangun subuh skitaran jam 4 subuh sudah mulai bekerja  untuk membersihkan kota  parepare ,
yang stengah mati pekerja lapangan nya . yang naik daun kadis. nya . ngakak...... 😂😂😂 …",others
dinas kebersihan dan pertanaman sangat berperan dalam mengangkat nama kota parepare sebagai kota destinasi wisata.,others
dinas yang melayani dalam bidang lingkungan dan yang sangat berperan penting dalam kebersihan kota parepare,others
tempat yang bagus untuk dikunjungi....banyak kontribusi untuk kota parepare....pertahankan kerja bagusnya,others
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"koordinasi tentang mekanisme pengelolaan sampah organik untuk pupuk subur siap guna, implementasi komposbag untuk takakura sebagai mitigasi pengurangan sampah di tpa",sampah
kantor dinas lingkungan hidup.pelyanan ramah dan kami penggerak eco enzyme datang untuk berdiskusi ttg penangan sampah organic .,sampah
tolong ya pengakutan sampah di klu di tingkatkan. udah gila minta 100k-150k diangkut cuma 6x sebulan. sampah rm sama rt udah bau busuk baru diangkat. sekali lagi tolong,sampah
organisasi perangkat daerah provinsi ntb yang punya kewenangan menjaga kelestarian lingkungan dan berperan penting dalam mengelola kawasan hutan.,hutan
di mohon dengan sangat agar pohon pohon besar yg rawan tumbang di pinggir jalan agar bisa di treatmen,hutan
dinas lingkungan hidup kendari membawahi unit pelaksana teknis pengelolaan sampah puuwatu. instalasi pengolahan sampah ini menghasilkan gas metana yang digunakan untuk memasak beberapa kepala keluarga di sekitar tpa.  gas metana ini juga digunakan sebagai bahan bakar pembangkit listrik skala kecil.,sampah
"tabe, adakah nomor telepon yang bisa dihubungi mengenai masalah sampah? mengapa tidak ada truk sampah atau pengangkut sampah yang rutin memungut sampah di sekitar jalan pembangunan? tolong jawab",sampah
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"saran saja,  semoga didengar oleh yg terkait agar menjadi lebih baik.
go shine minahasa 🙏🏼
tolong diperhatikan kerapihan pegawainya, mana ada pegawai masih pakai baju dinas (btw yg saya lihat ini pakai putih dan keki atau apa sebutannya) disertai sandal yeye atau apalah brand sejenisnya dan tanpa rasa malu jalan mondar mandir di jam kerja dan lagi depan tamu.
mohon diperhatikan lagi yaa...",fasilitas umum
"maaf saran pak/bu agar tempat sampah di pinggir pantai diperbanyak. karena kadang bingung gaada tempat sampah, ada pun bolong sekaligus mungkin bisa diberi larangan membuang sampah di laut terimakasih sebelumnya🙏🏻 …",sampah
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"saya melakukan pengaduan ke dlhk kab. badung mengenai masalah pembakaran sampah di daerah saya. saya melakukan pengaduan ke dlhk langsung, karena sering saya jumpai di daerah bukit ini banyak warga yang membakar sampah mereka. kemana pun saya pindah di daerah bukit ini pasti tercium bau sampah yang terbakar. saya kos atau ngontrak di ungasan, balangan, taman giri, dan sekarang kampial. di semua daerah tersebut ada warga yang membakar sampah mereka. petugas dlhk merespons komplain saya. mereka menelepon saya dan bilang akan tinjau ke lapangan, tapi saya tidak diberitahu kapan. akhirnya, pada hari h, petugas dlhk whatsapp saya bahwa mereka sudah di kantor desa dan sekalian mau mengecek sampahnya. saya disuruh untuk menemui mereka langsung. seenaknya sekali. di sini saya tidak suka, karena mendadak sekali. seharusnya membuat perjanjian dulu kapan akan bertemu. setiap orang punya jadwal kegiatan masing masing. saya jadi terpaksa menghentikan kegiatan saya dahulu. saat bertemu petugas dlhk dan menunjukkan salah satu lokasi warga yg suka membakar sampah, petugas tersebut merespons bahwa tumpukan sampah tersebut kecil, seperti menyepelekan. padahal, asap yg ditimbulkan lumayan banyak menurut saya. pantas saja banyak warga yg membakar sampah, karena menurut petugas itu kecil, bukan seberapa, padahal yang kecil itu banyak, dikumpulkan jadi besar. masalah kecil jika tidak segera ditangani bisa jadi membesar. saya disuruh untuk melapor ke kepala lingkungan, tidak mau menangani langsung. padahal saya sudah bilang, bahwa masalah ini bukan hanya di lingkungan saya yg sekarang saja, tapi di semua wilayah yang pernah saya tempati di bukit. saya yakin yang komplain tentang warga yg seenaknya bakar sampah bukan hanya saya sendiri, tapi mungkin hanya saya yg berani bersuara. jika kepala lingkungan dan warga yang membakar sampah memang peduli akan dampak buruk pembakaran sampah, pasti saya tidak akan menemukan tumpukan pembakaran sampah atau bau bakar sampah. petugas menyuruh saya untuk mengambil foto bukti saat orang tersebut membakar sampah. apakah petugas tersebut yakin orang itu tdk akan marah dan berbuat jahat kepada saya, apakah yakin keamanan saya terlindungi. tidak dipikirkan sama sekali tentang hal tersebut. petugas menyarankan saya untuk membayar tukang untuk angkut sampah mereka sebesar 10.000 atau 20.000 sekali saja. kenapa jadi saya yang bayar, padahal bukan sampah saya. lagipula, kalau saya bayarkan, model orang yg begitu yg seenaknya saja malah keenakan, tidak membuat jera. petugas dlhk malah bertanya tentang suku, agama, dan status hubungan saya, di mana menurut saya tidak ada hubungannya tentang masalah pembakaran sampah. setelah pembicaraan selesai, saya disuruh untuk menandatangani berkas. kesimpulannya, petugas dlhk angkat tangan akan masalah ini, tidak memberikan solusi penanganan langsung. seenaknya dan tidak dapat diandalkan.",sampah
"sangat respon dan sangat membantu utk koordinasi dan konsultasi jika ingin mengetahui ttg perkembangan kab.buleleng dlm mengelola daerahnya sbgai kab. wisata, sprti pengelolaan danau batur",others
tolong diperhatikan sampah2 di lingkungan kelurahan paket agung  di jalan gunung rinjani blok ii  sudah bertahun2 dibiarkan di jalan umum berantakan sekali  .tolong di sikapi.tks,sampah
"mohon informasi tempat pembuangan sampah kayu dan daun habis tebang/pohon untuk banyuning dan sekitarnya..
mohon infonya.",sampah
staf dan pegawainya energik dan anak muda banget...ramah dan pelayanan luar biasa 🙏🙏 …,layanan
kantor manajemen penyelenggaraan urusan lingkungan hidup (termasuk kebersihan) di kabupaten buleleng,others
tampak depan dinas lingkungan hidup lebih indah dengan pagar depan yang artistik.,others
"maaf pak , ini pohon di pesanggaran pedungan , daun sudah panjang , dan aspal rusak bolong , tolong bantu pangkas daun2 pak , krna sangat ganggu utk kendaraan yg lewat . terima kasih",hutan
apa kabar sampah 2 minggu belum diambil padahal kami bayar 50k. apakah ada permainan oknum. tolong lah ditindak dan diperbaiki.,sampah
"program ""pesan gadis"" (pelayanan sampah besar gratis di denpasar) dari dlhk kota denpasar sangat membantu. teman - teman yang ingin membuang sampah besar, contoh : kasur bekas, lemari bekas dan bingung mau dibuang kemana / kssulitan membuangnya bisa menghubungi dlhk kota denpasar, proses yang cepat & tidak ribet. terimakasih banyak",sampah
"saya mau melapor pencemaran lingkungan, di belakan kos sya semua orang buang dan bakar sampah, itu sangat mengganggu krna bau dan asap nya masuk ke kamar sya, tolong pihak dlhk menangani nya, lokasi di kampung jawa ayani seltan gg perkutut rt 1, trimakasih",sampah
"sampah di denpasar selatan sudah sebulan lebih tidak diangkut2, tiap telpon ke desa banyak sekali alasannya mulai dari truk angkut tidak operasi dll. kejadian ini dah berulang ulang dari tahun ke tahun. sampah di pinggir jalan kemarin sudah mulai diangkut. tapi yang didalam gang masiih ada sampai sudah berulat ulat dan dibongkar kucing liar. mau sampai kapan seperti ini?
tolonglah diperhatikan, jangan asal serahin ke desa untuk swakelola tetapi hasilnya seperti ini. dinas kebersihan jg wakil rakyat , kalau seperti ini hisa2 semua warga kena penyakit.",sampah
"pak dlhk mohon ditindaklanjutin pertanyaan ini. saya mau bertanya apakah buang sampah di tps di pegok denpasar selatan, membuang sampah harus pakai kartu nggih ???  karena saya membuang sampah di tps tsb, di tanyakan kartu oleh oknum yang menjaga tps tersebut. jam pembuangan sampah skitar jam setengah 19.30 wita. karena tps lain, bak sampah melayani pembuangan sampah tidak pakai kartu. kejadian ini agar tidak meresahkan di masyarakat. membuang sampah di tps yang sudah disediakan pemerintah. dan gratis tidak perlu pakai kartu oleh pihak2 tertentu.",sampah
"tlp pihak dlhk minta isi blangko, jaman sdh serba on line dan laporan berbelit2 saya laporkan depan ruko ada pohon yg akan patah rantingnya tapi responnya lambat.
harus makan korban dulu kayaknya baru di respon.",hutan
"om swastyastu, saya mau bertanya, untuk kontainer sampah di jl. tukad barito renon, bulan ini bahkan setiap hari kenapa ful terus? kontainer selalu penuh, sehingga saya yang rumah saya dekat sana tidak bisa buang sampah/selalu ditolak. mohon solusinya, karena rumah saya di dekat sini, jadi saya merasa tidak perlu menggunakan jasa buang sampah, mohon pengecekan apakah sudah benar? dan kebijakan solusinya..",sampah
sya telp utk melaporkan pohon besar tumbang di basecamp batanta sampe menghalangi jalan.. tapi gk bisa2.. jadinya kita sdri yg potong2 dan bersihkan dr kemarin malam,hutan
selamat sore .... saya ingin memberi tahu sedikit...tadi pagi  tgl 3/5/2019 jam setengah 6 pagi di daerah tunjung tutur peguyangan tepat di depan rumah saya...tong sampah sudah terisi penuh sampai berantakan keluar karna di grogoti anjing di jalan...tetapi truk sampah hanya lewat begitu saja tidak mau mengambil sampah...padahal truk nya tidak penuh ... tetapi tong sampah yg di sebelah rumah saya di ambil??? bagai mana ini pak? milih2 ya mau agkat sampah nya??? jelas2 tongsampah yg di rumah saya sudah penuh kenapa tidak di angkut?? sampai sore ini semakin banyak....,sampah
"untuk kontainer yg biasa di lapangan kapten japa,,kenapa warga tidak boleh buang disana,mulai awal tahun 2021???...yg melarang petugas sampah yg bawa moci sampah..
karena kalo mengandalkan moci sampah,,ngambilnya seminggu sekali,kadang 2x..",sampah
"jaman sudah serba online, untuk buat laporan masih harus datang ke kantor.
percuma ada operator telpon. semestinya bisa dimaanfaatkan untuk menerima pengaduan masyarakat.",others
"slamat siang ini knapa ya sampah pempers ga mau di angkut sama ptugas sampah nya, kan di praturan sampah plastik sama pempers itu bisa di gabung, ini malah ga mah di ambil alasan di campur pdhal ga ada sampah daun nya sama skali, tolong donk dipertegas lagi ptugasnya , sampah pempes saya sampe numpuk gak mau di ambil, pas ngambil sampah juga gak ada sopan"" nya tong sampah main lempar"" aja , saya di daerah ayani utara br kertesari , tolong ptugasnya di pertegas lagi",sampah
sampah di depan burger king sudah 2 minggu kita laporkan supaya di angkut. sampai sekarang juga belum ada di angkut,sampah
"laporan sudah 10 hari k kantor dlhk,  tp blum juga datang k lokasi tempat pemotongan pohon yg sangat menggangu.",hutan
ngurus apa2 ribet banget sih...masa cm mau minta potong pohon hrs print foto segala hadeh...keliatan banget malesnya...,hutan
staf bagian pohon perindang..tiang mengucapkan terimakasih..tiang sebagai masyarakat denpasar merasa terbantu dengan kinerja yg bagus ditunjukkan oleh ibu warsini dan pak wayan kantra beserta anak buahnya yg dilapangan dalam merspon keluhan masyarakat karena masalah phon perindang dijln diponegoro 150a32 pertokoan genteng biru yg mengganggu kabel listrik dan genteng banyak yg jatuh..suksma,hutan
tlng di pecat orng yg brtugas d jl akasia td siang krn brlaku tdk kasar dn berkata2 kasar tlng di tindk lanjuti orng yg brtugas d jl akasia td jam 9 pagi.. tlng di chek segera,layanan
tolong dicek lgi daerah keboiwa gang kaswari smua ngubuh babi gk da yg  bikin spiteng dr dpn sampk belakang. dibuang k. gorong2 bauk kmn2!!mksiiihhh! nlpon k. kantor dlhk gk da respon smpk sekrg.,limbah
"ribet, mau laporan aja harus dateng ke lokasi ambil blako.
ga bisa laporan online",others
staf di bidang persampahannya kooperatif dan mempunyai visi yang cukup baik untuk mengelola lingkungan denpasar.,sampah
sampah tidak diangkut dengan alasan bbm tidak tersedia. perlu koordinasi agar bbm dinas lk mendapatkan bbm subsidi.,sampah
instansi pemerintah kota ternate yang bertugas mengurus penataan taman dan kebersihan kota.,others
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"dinas pertamanan dan hutan kota provinsi dki jakarta merupakan dinas yang menangani taman2 dan hutan yang ada di seantero jakarta. kantornya bersih, toilet juga bersih",hutan
"pelayanan : bagus dan memuaskan  karena semuanya tidak di pungut biaya, dan team kantornya juga sangat kooperatif
tata letak : bagus dan semua tertata rapi
terimakasih dinas pertamanan dan hutan tpu petamburan",hutan
layanan ramah dan cpt..bebas pungli juga...letaknya strategis di tengah kota namun kntr asri krn bnyk pohon sesuai nama dinas tsb,hutan
aku sering ketempat ini menemani istri untuk melakukan transaksi di bank dki pelayanan bagus dan ramah .area parkir luas tempatnya strategis,layanan
saya mau  kerja di taman    ada lowogang kg    apan  pesyarat yang   saya sodaran  bpk    godem   bpk donay,others
pak kadis pertamanan bisa ya taman2 yg ditengah jalan tiu diberi tanaman yg berbunga murah jg ada kok....ky bunga kana...bintang kecil......jangan yg ijo mulu ga ada bunganya atau bunganya cuma nyempil ga kliatan warnanya.......bunga2 yg bermekaran juga bisa bantu ngilangin stress bagi warga masyarakat yg memandangnya selain mempercantik kota .....,fasilitas umum
"assalamualaikum
saya sering melihat pohon pohon yang belum tua sering ditebang secara serampangan
biarkan pohon besar tumbuh subur hijau lestari,,,,
lebih baik di pangkas sedikit dari pada ditebang
nanemnya aja susah payah
harusnya di rawat dan di jaga",hutan
"kami pernah berkunjung, satpam dan pegawai sangat ramah memberikan arahan di lingkungan kantor ini. keren !",sampah
"assalamualaikum dinas pertamanan kota dki jakarta khususnya jakarta barat.
gimana caranya agar sy bisa minta dinas terkait utk nebang pohon depan rumah yang sudah sangat lebat agar terlihat rapih krn sudah sangat lebt.
lokasi saya taman alfa indah,seberang gereja kristen jawa.
trima kasih sebelumnya.",hutan
dinas yang mengelola pertamanan di wilayah dki jakaeta dan hutan seperti hutan mangrof.,hutan
"bulan ramadhan tutup jam 2 siang, tidak ada info sama sekali, sangat mengecewakan bagi saya yg berada di ciganjur",others
"sudah bbrp kali 'main' ke sini. helpfull. pernah jg nunggu, sambil nunggu ada kantin pegawai menu pecel lele ayam goreng. lumayan bantu pas lapar jd ga jauh-jauh keluar cari makan krn sdh tersedia",others
"lampu penerangan jalan umum di wilayah saya sudah satu minggu mati total tidak ada yang follow up.
lokasi :
jl. jambu air rt008/02 kel. pegadungan kec. kalideres jakarta barat",polusi
"yth bp/ibu pejabat, apa ga bisa ya yg nyiram tanaman di jalur bus transjakarta diubah jam tugasnya, setiap malem pulang kerja naik bus trans selalu aja harus nunggu penyiramnya kelar dlu baru bisa lewat, jadi makin malem aja pulang",others
"bismillah.ada pengalaman tersendiri dengan dinas kehutanan dki ini ketika mlm mlm tgl 16 agustus 2019 jam 21.00 sy melaporkan ada 2 sarang tawon dengan ciri ciri tertentu di area masjid all ittihad islamic center pas sy hubungi sangat respon sekali,paling setengah jam kemudian mobil damkar sudah masuk di area masjid tersebut,yg jadi pertanyaan sy,knp begitu serius menanganinya hingga mlmpun di tuntaskan tugasnya dengan baik sementara banyak orang ketika sy infokan banyak yg menganggap remeh bahkan jadi bahan candaan ??sy awalnya hanya mendengar ada info bahwa tawon tersebut sangat mematikan ! dengan tanda tanda sarangnya warna kuning keemasan dan memamjang bisa sampe 2 meter setelah sy buka di internet ternyata tawon ini namanya ndas dan sudah banyak makan korban baik luka maupun meninggal iiiiih sy jadi merinding,trims para petugas dinas kehutanan dki trims bpk gubernur dki semoga sehat selalu di berikan balasan yg baik,baik dunia maupun akhirat juga kepada warga dki segera menghubungi 112 bila melihat di lingkunganya ada sesuatu seperti di atas hingga bencana bisa di minimalisir.",hutan
"yth.penjabat dinas kehutanan
di salah 1 taman sudah terpasang tiang2 wifi sejak 2 minggu tapi wifi blom aktif juga,hmm tolong dong lebih di perhatikan lagi fasilitas umumnya,permainannya juga banyak yng rusak,terutama perhatikan juga pekerja nya jangan semena mena sama pekerja nya,karna pekerja juga lah yang membantu kalian dalam laporan kalian.",hutan
taman2 dan tpu sdh tertata dgn baik berkat instansi ini.. jakarta dibuat hijau lewat salah satu program ruang terbuka hujau nya,others
"untuk pjlp gajian selalu telat
pengarahan sparepart selalu tidak ada dana gimna opertional",others
sayang ga ada mushola. pas waktu hujan nanya musholla ke security di suruh ke belakang gedung lewat gang yg cukup jauh.,others
"semoga masyarakat memperhatikan.
membiayai pju adalah anggaran yg diatur dalam anggaran tahunan dlm anggaran daerah itu yang saya fahami, kaitanya adalah pohon dinas kehutanan dan taman menjadi penyebab unum hingga pju nyaris tak berfungsi,ini bentuk perhatian saya untuk semua bidang yg ada di pem' dki jakarta sebagai warga yang peduli, controll ini saya lakukan sejak di periide gubernur foke, tidak ada gubernur yg tanggap pada saran yg saya tulis di berbagai media, apakah mereka tidak sadar bahwa hal itu penting ? jika pemda bayar listrik ke pihak pln kenapa dibiarkan ada anggaran yg mubazir ? atau pln menggratiskan daya untuk pju ? tks.",hutan
"yth pak/ibu
mohon di perhatikan server untuk pendaftaran online pemakamam supaya di tambah kapasitasnya,  karena saya bolak-balik ke kelurahan belum selesai juga dengan alasan servernya sangat lemot.
tks/aryo",others
"datang seorang petugas dr dinas kehutanan dengan tegas ini milik dki tidak di di pungut parkir, mantap pak, bangga kami jadi warga dki ada banyak orang kaya bapak",hutan
"banyak sarang pungli, tolong dong pak pj gubernur, mau masuk kerja di sini aja harus di pintain uang dulu baru masuk kerja",others
tempat administrasi ini sangat baik dan bersih serta pelayanan yg ramah oleh petugasnya,layanan
"lahan sdh dipakai taman oleh dki, saya harus menghubungi cp siapa di dinas kehutanan dki utk kelanjutannya? thx pak",hutan
"mohon bapak-bapak / ibu-ibu pejabat dinas pemakaman, agar diperhatikan tpu-tpu dijakarta yang masih terendam banjir, mohon segera diuruk / dibenahi, terutama tpu penggilingan jl. liyur (jakarta timur)",others
"mibil dinas hilux parkir pada nyala mesinnya mungkin sopirnya pada ngadem, waduh bau solarnya nyesek banget.",limbah
"saya mahasiswa binus university .. saya ada kegiatan kemanusian untuk menanam pohon di daerah ruang terbuka hijau,, dan saya berencana untuk melakukan penanaman di ruang terbuka hijau tebet barat..",hutan
"kantor pemerintah untuk urusan pertamanan dan kehutanan.  gedung ini terletak di jalan ks tubun no 1 jakarta pusat, area parkir mobil dan sepeda motor cukup luas.  di sini juga ada bank dki jika diperlukan untuk melakukan pembayaran pajak dan retribusi",hutan
"tentang hasil inisaat anda menelusuri bisnis atau tempat di dekat suatu lokasi, google maps akan menampilkan hasil lokal. beberapa faktor - terutama relevansi, jarak, dan keterlihatan - digabungkan untuk membantu menemukan hasil penelusuran terbaik.pelajari lebih lanjut",others
"per tanggal 27 sept 2024: kantor sudin lingkungan hidup jakut lagi direnovasi, dan dipindah sementara ke kantor walikota jakarta utara lt.8.",others
tolong di perhatikan dinas kebersihan kecamatan tj priok agar mengontrol petugas ppsu di lingkungan kelurahan warakas..krn kami pernah memberitahukan adanya sampah di selokan lingkungan kami ke petugas ppsu.. tetapi oleh mereka malah di diamkan dan tidak di ambil tindakan..apakah begini cara kerja ppsu yg gaji nya sesuai umr jakarta? dan banyak petugas ppsu terutama diingkungan warakas banyak yg bekerja malas2an terutama pada jam krja..harap jajaran suku dinas kebersihan kecamatan tj priok turun ke lapangan agar mengontrol petugas ppsu nya..krn mereka kan di gaji dr uag rakyat juga.. terimakasih!,sampah
memberi manfaat kepada semua orang sekecil apapun yang bisa saya lakukan untuk kelangsungan hidup sekarang dan masa depan dengan mengedukasi lewat seni kreasi daur ulang di chanel sutrisno art galery saya bangga dan bisa berkontribusi yang terbaik untuk semua masyarakat . semoga chanel kami berkembang lebih baik dan bermanfaat .,others
"assalamu'alaikum selamat pagi, kami warga akan melaporkan masalah bak sampah yg ada di dpn sdn o7 pagi cilincing jkt utara, bak sampah rusak dah diambil tp lom ada ganti ny bpk /ibu kami mohon di segerakan ganti karna sampah berserakan /berterbangan bpk /ibu trimakasih atas",sampah
"tolong satpamnya diedukasi komunikasi yang baik dalam layanan publik.terutama satpam di gerbang sebaiknya sopan dalam bicara dan tidak arogansi.
mohon ditindaklanjuti segera agar tidak ada lagi masyarakat yg diperlakukan tidak baik oleh satpam tsb.
terimakasih",sampah
saya merasa dirugikan oleh pekerja ppsu kel.sukapura...oleh pak mul orang gg swadaya ...udah saya kasih uang sampah saya ngga pernah diangkut2....kalau dibilangin sok jagoan,sampah
"dinas yang menangani permasalahan lingk , limbah kota ( sampah) dan sejenis. juga ttg sampah, angkutan sampah , adipura dll",sampah
"kami ingin bertanja,apakah bisa di setiap rusun semi apartemant itu ada fasum dan dana cadangan yg di bebani kepada penghuni ya ak",others
"kami siap suplai utk kebutuhan sapu aren, sapu taman lainya dgn harga yg kompetitif",others
kalau mau lapor tindak penipuan oleh oknum pegawai bisa langsung kesini tidak yah?,others
sosialisasi bank sampah sudin jakarta utara dihadiri dari bank dki dan pt danone...,sampah
