complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
salah satu hal yg bikin betah di jkt adalah transumnya sampe ada org jkt yg blg ke aku aneh km org luar jkt tapi betah di jkt ya lu soalnya pake mobil pribadi jd sering kena macet klo transum kan banyak pilihan untuk menghindari macet,fasilitas umum,salah satu hal yg bikin betah di jkt adalah transumnya sampe ada org jkt yg blg ke aku aneh km org luar jkt tapi betah di jkt ya lu soalnya pake mobil pribadi jd sering kena macet klo transum kan banyak pilihan untuk menghindari macet,"['salah', 'yg', 'bikin', 'betah', 'jkt', 'transumnya', 'sampe', 'org', 'jkt', 'yg', 'blg', 'aneh', 'km', 'org', 'jkt', 'betah', 'jkt', 'ya', 'lu', 'pake', 'mobil', 'pribadi', 'jd', 'kena', 'macet', 'klo', 'transum', 'pilihan', 'menghindari', 'macet']",salah yg bikin betah jkt transumnya sampe org jkt yg blg aneh km org jkt betah jkt ya lu pake mobil pribadi jd kena macet klo transum pilih hindar macet,1
arghhh emg anj padahal didepan situ suka banjir sm macet tambah mol baru apa ga mampus,fasilitas umum,arghhh emg anj padahal didepan situ suka banjir sm macet tambah mol baru apa ga mampus,"['arghhh', 'emg', 'anj', 'didepan', 'situ', 'suka', 'banjir', 'sm', 'macet', 'mol', 'ga', 'mampus']",arghhh emg anj depan situ suka banjir sm macet mol ga mampus,1
pelaksanaan patroli hunting penindakan pelanggaran kasat mata di jalur rawan macet dan pelanggaran simpang padonan berawa kuta utara,fasilitas umum,pelaksanaan patroli hunting penindakan pelanggaran kasat mata di jalur rawan macet dan pelanggaran simpang padonan berawa kuta utara,"['pelaksanaan', 'patroli', 'hunting', 'penindakan', 'pelanggaran', 'kasat', 'mata', 'jalur', 'rawan', 'macet', 'pelanggaran', 'simpang', 'padonan', 'berawa', 'kuta', 'utara']",laksana patroli hunting tindak langgar kasat mata jalur rawan macet langgar simpang padonan awa kuta utara,1
udah langganan disitu macet harus gantian jalannya,fasilitas umum,udah langganan disitu macet harus gantian jalannya,"['udah', 'langganan', 'disitu', 'macet', 'gantian', 'jalannya']",udah langgan situ macet ganti jalan,1
mepet banget itu soalnya pasti ada waktu tambahan plus jalanan bakal macet dari dalem area gbk belum lagi jalanan jakarta macet,fasilitas umum,mepet banget itu soalnya pasti ada waktu tambahan plus jalanan bakal macet dari dalem area gbk belum lagi jalanan jakarta macet,"['mepet', 'banget', 'tambahan', 'plus', 'jalanan', 'macet', 'dalem', 'area', 'gbk', 'jalanan', 'jakarta', 'macet']",mepet banget tambah plus jalan macet dalem area gbk jalan jakarta macet,1
tapi kalo lagi macet banget pak pol kadang nyuruh pemotor masuk jalur tj,fasilitas umum,tapi kalo lagi macet banget pak pol kadang nyuruh pemotor masuk jalur tj,"['kalo', 'macet', 'banget', 'pol', 'kadang', 'nyuruh', 'pemotor', 'masuk', 'jalur', 'tj']",kalo macet banget pol kadang nyuruh motor masuk jalur tj,1
jatiwaringin mah tiada hari tanpa macet deh kak kayaknya wkwkwk bikin istighfar mulu,fasilitas umum,jatiwaringin mah tiada hari tanpa macet deh kak kayaknya wkwkwk bikin istighfar mulu,"['jatiwaringin', 'mah', 'tiada', 'macet', 'deh', 'kak', 'kayaknya', 'wkwkwk', 'bikin', 'istighfar', 'mulu']",jatiwaringin mah tiada macet deh kak kayak wkwkwk bikin istighfar mulu,1
karena beliau tau mulai membereskan hal kecil adalah langkah untuk perubahan yang lebih baik karena para pejabat dan petugasnya hanya lebih mengutamakan yang berduit dan juga kerabatnya dan aku rasa ini adalah langkah pemerintah mndengar aspirasi rakyat dri pda demo bikin macet,fasilitas umum,karena beliau tau mulai membereskan hal kecil adalah langkah untuk perubahan yang lebih baik karena para pejabat dan petugasnya hanya lebih mengutamakan yang berduit dan juga kerabatnya dan aku rasa ini adalah langkah pemerintah mndengar aspirasi rakyat dri pda demo bikin macet,"['beliau', 'tau', 'membereskan', 'langkah', 'perubahan', 'pejabat', 'petugasnya', 'mengutamakan', 'berduit', 'kerabatnya', 'langkah', 'pemerintah', 'mndengar', 'aspirasi', 'rakyat', 'dri', 'pda', 'demo', 'bikin', 'macet']",beliau tau beres langkah ubah jabat tugas utama duit kerabat langkah perintah mndengar aspirasi rakyat dri pda demo bikin macet,1
pelaksanaan pangaturan pagi hari personil satlantas polres tapsel di lokasi daerah rawan macet pada jam masuk kerja ntmckorlantaspolri korlantaspolri polantashadiruntuknegeri polantas lalulintas,fasilitas umum,pelaksanaan pangaturan pagi hari personil satlantas polres tapsel di lokasi daerah rawan macet pada jam masuk kerja ntmckorlantaspolri korlantaspolri polantashadiruntuknegeri polantas lalulintas,"['pelaksanaan', 'pangaturan', 'pagi', 'personil', 'satlantas', 'polres', 'tapsel', 'lokasi', 'daerah', 'rawan', 'macet', 'jam', 'masuk', 'kerja', 'ntmckorlantaspolri', 'korlantaspolri', 'polantashadiruntuknegeri', 'polantas', 'lalulintas']",laksana pangaturan pagi personil satlantas polres tapsel lokasi daerah rawan macet jam masuk kerja ntmckorlantaspolri korlantaspolri polantashadiruntuknegeri polantas lalulintas,1
truk muatan hrsnya stop lewat jalan raya anjingg bikin macet dan nyusahin,fasilitas umum,truk muatan hrsnya stop lewat jalan raya anjingg bikin macet dan nyusahin,"['truk', 'muatan', 'hrsnya', 'stop', 'jalan', 'raya', 'anjingg', 'bikin', 'macet', 'nyusahin']",truk muat hrsnya stop jalan raya anjingg bikin macet nyusahin,1
ngh kalo di hotel wstin lagi kykny egk deh macet kesananya pas wiken,fasilitas umum,ngh kalo di hotel wstin lagi kykny egk deh macet kesananya pas wiken,"['ngh', 'kalo', 'hotel', 'wstin', 'kykny', 'egk', 'deh', 'macet', 'kesananya', 'pas', 'wiken']",ngh kalo hotel wstin kykny egk deh macet kesana pas wiken,1
lagi lagi harus menerobos jalanan canggu yg super macet nan panas membara itu,fasilitas umum,lagi lagi harus menerobos jalanan canggu yg super macet nan panas membara itu,"['menerobos', 'jalanan', 'canggu', 'yg', 'super', 'macet', 'nan', 'panas', 'membara']",terobos jalan canggu yg super macet nan panas bara,1
nggaaa aniinn aku kejebak macet di tempat ajaa makasih udah nanya yaaa,fasilitas umum,nggaaa aniinn aku kejebak macet di tempat ajaa makasih udah nanya yaaa,"['nggaaa', 'aniinn', 'kejebak', 'macet', 'ajaa', 'makasih', 'udah', 'nanya', 'yaaa']",nggaaa aniinn jebak macet ajaa makasih udah nanya yaaa,1
selamat pagi dari manusia yang terjebak macet karena bus pariwisata dan truk truk besar memutuskan untuk lewat ke daerah yang biasanya sudah macet parah di jam berangkat sekolahkerja,fasilitas umum,selamat pagi dari manusia yang terjebak macet karena bus pariwisata dan truk truk besar memutuskan untuk lewat ke daerah yang biasanya sudah macet parah di jam berangkat sekolahkerja,"['selamat', 'pagi', 'manusia', 'terjebak', 'macet', 'bus', 'pariwisata', 'truk', 'truk', 'memutuskan', 'daerah', 'macet', 'parah', 'jam', 'berangkat', 'sekolahkerja']",selamat pagi manusia jebak macet bus pariwisata truk truk putus daerah macet parah jam berangkat sekolahkerja,1
harusnya jangan bangun mall sih masalahnya ini lokasi deket lampu merah sebelah mall pakuwon ada mall revo sm pintu masuk tol lurus dikit ada mega bekasi mm bcp sm pintu keluar tol bekasi barat apa ngga makin macet tuh sebelum ada mall pakuwon aja udah macet,fasilitas umum,harusnya jangan bangun mall sih masalahnya ini lokasi deket lampu merah sebelah mall pakuwon ada mall revo sm pintu masuk tol lurus dikit ada mega bekasi mm bcp sm pintu keluar tol bekasi barat apa ngga makin macet tuh sebelum ada mall pakuwon aja udah macet,"['bangun', 'mall', 'sih', 'lokasi', 'deket', 'lampu', 'merah', 'sebelah', 'mall', 'pakuwon', 'mall', 'revo', 'sm', 'pintu', 'masuk', 'tol', 'lurus', 'dikit', 'mega', 'bekasi', 'mm', 'bcp', 'sm', 'pintu', 'tol', 'bekasi', 'barat', 'ngga', 'macet', 'tuh', 'mall', 'pakuwon', 'aja', 'udah', 'macet']",bangun mall sih lokasi deket lampu merah belah mall pakuwon mall revo sm pintu masuk tol lurus dikit mega bekas mm bcp sm pintu tol bekas barat ngga macet tuh mall pakuwon aja udah macet,1
akhenaten semasa kampanye macet dan banjir di thebes lebih mudah diatasi jika jadi firaun akhenaten setelah jadi firaun tapi pindahin ibukota pindah rumah saja ruwet pindah ibu kota jangan dikejarkejar,fasilitas umum,akhenaten semasa kampanye macet dan banjir di thebes lebih mudah diatasi jika jadi firaun akhenaten setelah jadi firaun tapi pindahin ibukota pindah rumah saja ruwet pindah ibu kota jangan dikejarkejar,"['akhenaten', 'kampanye', 'macet', 'banjir', 'thebes', 'mudah', 'diatasi', 'firaun', 'akhenaten', 'firaun', 'pindahin', 'ibukota', 'pindah', 'rumah', 'ruwet', 'pindah', 'kota', 'dikejarkejar']",akhenaten kampanye macet banjir thebes mudah atas firaun akhenaten firaun pindahin ibukota pindah rumah ruwet pindah kota dikejarkejar,1
demi allah jalanan di pik kata gue lu yang bener ajaa apa pls rekayasa jalan terus biar ga macet malah jadi tambah macett,fasilitas umum,demi allah jalanan di pik kata gue lu yang bener ajaa apa pls rekayasa jalan terus biar ga macet malah jadi tambah macett,"['allah', 'jalanan', 'pik', 'gue', 'lu', 'bener', 'ajaa', 'pls', 'rekayasa', 'jalan', 'biar', 'ga', 'macet', 'macett']",allah jalan pik gue lu bener ajaa pls rekayasa jalan biar ga macet macett,1
gading serpong ini carcentric banget anjeng jalanan full sama mobil macet banget banget banget,fasilitas umum,gading serpong ini carcentric banget anjeng jalanan full sama mobil macet banget banget banget,"['gading', 'serpong', 'carcentric', 'banget', 'anjeng', 'jalanan', 'full', 'mobil', 'macet', 'banget', 'banget', 'banget']",gading serpong carcentric banget anjeng jalan full mobil macet banget banget banget,1
semua nya di gasruk ke adaan lagi macet ramai padat merayap karena ada perbaikan jalanmelaju dng kencang itu truk nya,fasilitas umum,semua nya di gasruk ke adaan lagi macet ramai padat merayap karena ada perbaikan jalanmelaju dng kencang itu truk nya,"['nya', 'gasruk', 'adaan', 'macet', 'ramai', 'padat', 'merayap', 'perbaikan', 'jalanmelaju', 'dng', 'kencang', 'truk', 'nya']",nya gasruk ada macet ramai padat rayap baik jalanmelaju dng kencang truk nya,1
kata siapa buktinya banyak orang berkunjung ke ibox puncak masih macet,fasilitas umum,kata siapa buktinya banyak orang berkunjung ke ibox puncak masih macet,"['buktinya', 'orang', 'berkunjung', 'ibox', 'puncak', 'macet']",bukti orang kunjung ibox puncak macet,1
dips ko di gmaps daerah gombel macet bgt ada apa ya,fasilitas umum,dips ko di gmaps daerah gombel macet bgt ada apa ya,"['dips', 'ko', 'gmaps', 'daerah', 'gombel', 'macet', 'bgt', 'ya']",dips ko gmaps daerah gombel macet bgt ya,1
dengerin musik indonesia bikin hati adem terutama pas macet bikin rileks,fasilitas umum,dengerin musik indonesia bikin hati adem terutama pas macet bikin rileks,"['dengerin', 'musik', 'indonesia', 'bikin', 'hati', 'adem', 'pas', 'macet', 'bikin', 'rileks']",dengerin musik indonesia bikin hati adem pas macet bikin rileks,1
wah makin ga ada otak jirrr berani banget lg macet begitu maling,fasilitas umum,wah makin ga ada otak jirrr berani banget lg macet begitu maling,"['ga', 'otak', 'jirrr', 'berani', 'banget', 'lg', 'macet', 'maling']",ga otak jirrr berani banget lg macet maling,1
kenapa selasa lebih macet dari senin rabu longgar ntu jalanan jakarta beneran ga ketebak,fasilitas umum,kenapa selasa lebih macet dari senin rabu longgar ntu jalanan jakarta beneran ga ketebak,"['selasa', 'macet', 'senin', 'rabu', 'longgar', 'ntu', 'jalanan', 'jakarta', 'beneran', 'ga', 'ketebak']",selasa macet senin rabu longgar ntu jalan jakarta beneran ga tebak,1
musnah aja kota bekasi dah macet dan chaos nya sepertinya udh ga bisa diselamatin,fasilitas umum,musnah aja kota bekasi dah macet dan chaos nya sepertinya udh ga bisa diselamatin,"['musnah', 'aja', 'kota', 'bekasi', 'dah', 'macet', 'chaos', 'nya', 'udh', 'ga', 'diselamatin']",musnah aja kota bekas dah macet chaos nya udh ga diselamatin,1
lni lagi macet kenapa yang belakang naik motor kuenceng banget lagi ngidam rs kalee ya,fasilitas umum,lni lagi macet kenapa yang belakang naik motor kuenceng banget lagi ngidam rs kalee ya,"['lni', 'macet', 'motor', 'kuenceng', 'banget', 'ngidam', 'rs', 'kalee', 'ya']",lni macet motor kuenceng banget ngidam rs kalee ya,1
jakarta emang transportasi umumnya maknyus mau pergi kemana cukup gampang kalo pake tj dkk cuma yah masalah macet yang salah satu solusinya pake nambah jalan justru bikin makin pusing kalo mau kemanamana cuma ngedistribusiin macetnya aja yang ada,fasilitas umum,jakarta emang transportasi umumnya maknyus mau pergi kemana cukup gampang kalo pake tj dkk cuma yah masalah macet yang salah satu solusinya pake nambah jalan justru bikin makin pusing kalo mau kemanamana cuma ngedistribusiin macetnya aja yang ada,"['jakarta', 'emang', 'transportasi', 'maknyus', 'pergi', 'kemana', 'gampang', 'kalo', 'pake', 'tj', 'dkk', 'yah', 'macet', 'salah', 'solusinya', 'pake', 'nambah', 'jalan', 'bikin', 'pusing', 'kalo', 'kemanamana', 'ngedistribusiin', 'macetnya', 'aja']",jakarta emang transportasi maknyus pergi mana gampang kalo pake tj dkk yah macet salah solusi pake nambah jalan bikin pusing kalo kemanamana ngedistribusiin macet aja,1
satu kata yg paling gamau keluar dari mulut adl tololgoblok atau sejenisnya tpi mereka yg lewat jalur busway dan bikin macet gini emang goblok,fasilitas umum,satu kata yg paling gamau keluar dari mulut adl tololgoblok atau sejenisnya tpi mereka yg lewat jalur busway dan bikin macet gini emang goblok,"['yg', 'gamau', 'mulut', 'adl', 'tololgoblok', 'sejenisnya', 'tpi', 'yg', 'jalur', 'busway', 'bikin', 'macet', 'gini', 'emang', 'goblok']",yg gamau mulut adl tololgoblok jenis tpi yg jalur busway bikin macet gin emang goblok,1
emg ajg tiap akhir tahun nyari proyekan bikin macet seneng bener makan duit haram manusia kntl,fasilitas umum,emg ajg tiap akhir tahun nyari proyekan bikin macet seneng bener makan duit haram manusia kntl,"['emg', 'ajg', 'nyari', 'proyekan', 'bikin', 'macet', 'seneng', 'bener', 'makan', 'duit', 'haram', 'manusia', 'kntl']",emg ajg nyari proyek bikin macet neng bener makan duit haram manusia kntl,1
jadi ini sebenrnya mikir apa si udah macetmacet an masih harus effort ribet amat hidupnya,fasilitas umum,jadi ini sebenrnya mikir apa si udah macetmacet an masih harus effort ribet amat hidupnya,"['sebenrnya', 'mikir', 'si', 'udah', 'macetmacet', 'an', 'effort', 'ribet', 'hidupnya']",sebenrnya mikir si udah macetmacet an effort ribet hidup,1
auri sama cakung udah kaga macet eh malah gue yg kesiangan abausnsosmsosk,fasilitas umum,auri sama cakung udah kaga macet eh malah gue yg kesiangan abausnsosmsosk,"['auri', 'cakung', 'udah', 'kaga', 'macet', 'eh', 'gue', 'yg', 'kesiangan', 'abausnsosmsosk']",aur cakung udah kaga macet eh gue yg siang abausnsosmsosk,1
gua males bet ah anjir udah mah shift pagi bensin abis kudu ngatri di pom bensin terus kena macet gini nih kalo gua di rolling ke pusat banyak ngeluhnya,fasilitas umum,gua males bet ah anjir udah mah shift pagi bensin abis kudu ngatri di pom bensin terus kena macet gini nih kalo gua di rolling ke pusat banyak ngeluhnya,"['gua', 'males', 'bet', 'ah', 'anjir', 'udah', 'mah', 'shift', 'pagi', 'bensin', 'abis', 'kudu', 'ngatri', 'pom', 'bensin', 'kena', 'macet', 'gini', 'nih', 'kalo', 'gua', 'rolling', 'pusat', 'ngeluhnya']",gua males bet ah anjir udah mah shift pagi bensin abis kudu ngatri pom bensin kena macet gin nih kalo gua rolling pusat ngeluhnya,1
semangat para pejuang rupiah yuk mulai siap berangkat kerja kesiangan jalanan macet kuy,fasilitas umum,semangat para pejuang rupiah yuk mulai siap berangkat kerja kesiangan jalanan macet kuy,"['semangat', 'pejuang', 'rupiah', 'yuk', 'berangkat', 'kerja', 'kesiangan', 'jalanan', 'macet', 'kuy']",semangat juang rupiah yuk berangkat kerja siang jalan macet kuy,1
itu macet knp yakl boleh tauharusnya tol kan jalan bebas hambatanini knp bs macet panjang,fasilitas umum,itu macet knp yakl boleh tauharusnya tol kan jalan bebas hambatanini knp bs macet panjang,"['macet', 'knp', 'yakl', 'tauharusnya', 'tol', 'jalan', 'bebas', 'hambatanini', 'knp', 'bs', 'macet']",macet knp yakl tauharusnya tol jalan bebas hambatanini knp bs macet,1
aturan mengemudi kendaraan dijlntol sdh jls adasalahnya petugas jln tol mengabaikan sistem ituseringkali aku mengemudi mobil kecil suka melihat byk truk bermuatan berat jln pelan sekali di jalur kanan kalau ngak jalur tengah tanpa lampu rem dan ini yg membuat macet di jln tol,fasilitas umum,aturan mengemudi kendaraan dijlntol sdh jls adasalahnya petugas jln tol mengabaikan sistem ituseringkali aku mengemudi mobil kecil suka melihat byk truk bermuatan berat jln pelan sekali di jalur kanan kalau ngak jalur tengah tanpa lampu rem dan ini yg membuat macet di jln tol,"['aturan', 'mengemudi', 'kendaraan', 'dijlntol', 'sdh', 'jls', 'adasalahnya', 'petugas', 'jln', 'tol', 'mengabaikan', 'sistem', 'ituseringkali', 'mengemudi', 'mobil', 'suka', 'byk', 'truk', 'bermuatan', 'berat', 'jln', 'pelan', 'jalur', 'kanan', 'ngak', 'jalur', 'lampu', 'rem', 'yg', 'macet', 'jln', 'tol']",atur kemudi kendara dijlntol sdh jls adasalahnya tugas jln tol abai sistem ituseringkali kemudi mobil suka byk truk muat berat jln pelan jalur kanan ngak jalur lampu rem yg macet jln tol,1
so what s your plan for today kalo aku kerja masuk pagi sepertinya bakal berangkat lebih pagi biar gak kena macet,fasilitas umum,so what s your plan for today kalo aku kerja masuk pagi sepertinya bakal berangkat lebih pagi biar gak kena macet,"['so', 'what', 's', 'your', 'plan', 'for', 'today', 'kalo', 'kerja', 'masuk', 'pagi', 'berangkat', 'pagi', 'biar', 'gak', 'kena', 'macet']",so what s your plan for today kalo kerja masuk pagi berangkat pagi biar gak kena macet,1
sebenernya alasan gua gak pernah ngunci pintu depan adalah biar gak ribet krna waktu itu pernah macet,fasilitas umum,sebenernya alasan gua gak pernah ngunci pintu depan adalah biar gak ribet krna waktu itu pernah macet,"['sebenernya', 'alasan', 'gua', 'gak', 'ngunci', 'pintu', 'biar', 'gak', 'ribet', 'krna', 'macet']",sebenernya alas gua gak ngunci pintu biar gak ribet krna macet,1
jalur sebelah ngak macet ini cari jalur cuma buat bis hadeuh,fasilitas umum,jalur sebelah ngak macet ini cari jalur cuma buat bis hadeuh,"['jalur', 'sebelah', 'ngak', 'macet', 'cari', 'jalur', 'bis', 'hadeuh']",jalur belah ngak macet cari jalur bis hadeuh,1
pengaspalan dua jalur protokol dikerjakan hindari macet lewat jalur alternatif lewat,fasilitas umum,pengaspalan dua jalur protokol dikerjakan hindari macet lewat jalur alternatif lewat,"['pengaspalan', 'jalur', 'protokol', 'hindari', 'macet', 'jalur', 'alternatif']",aspal jalur protokol hindar macet jalur alternatif,1
