complaints,category
@b2lbhe aku nonton live nya ga jelas weh macet ,macet
21.50: raya waru arah gedangan macet ada #kecelakaan mobil tabrak pembatas jalan di menjelang naik layang waru. sudah ada pengaturan lalu lintas di lokasi. (hm),jalan rusak
@bbibibei aku sama denisa juga planning to go theree tp agak takut macet dan susah pulang si.. hufttt ajarn ku bilang sih klo ga chao phraya bisa ke lumphini parkk,macet
katanya daur hidup akan sll berputar lg macet kalik ya lama bgt macet ny,macet
@sajangmich kebayang kek gimana belum lagi misal kena macet ada perbaikan jalan banjir dll. jadi kalo suamiku minta aku ada buat dia full selama weekend ya pasti aku kasih toh emang bisa ketemunya cuma 2 hari dalam seminggu ,jalan rusak
@nenkmonica gibran dah benar.. aduan ke polisi aja macet bijimane minta lembaga2 yg buka no aduan,macet
ni hari kenapa dah? jalanan depok dimana2 banyak yg sepi padahal terkenal sama macet. beberapa kopisop sepi ojol rame parkir doang berjam2 macet kagak ada. sumpah orang2 pada kemana si? tumben,jalan rusak
@txtdaritng ciputat macet'e horror,macet
jual beli need butuh wtb netflix canva wetv capcut getcontact gtc get contact loklok vsco lightroom disney iqiyi #zonauang cipularang onic lydia hujan macet fuji 9271 https://t.co/ravcs0w7ad,macet
@sheandwhite berati udah macet sejak dulu,macet
@starfess rajamangala gede beut hahaha. kalo bsa plih standing sih karna worth tpi harus pagian ya biar bisa di depan. makesure utk pergi kesananya naik grab bike ya karna macet pol. aku ntn brunomars jadi agak mepet jam mulai karna macet parah.,macet
blum diijinin bawa ampe kampus @a_christyjkt48? atau malah parkiran sekitar situ ribet? ya mungkin masih dapet macet juga sih klo misal bawa tpi yaa ngurangin waktu nunggu pesan taxol klo kejadiannya kek gitu(?) #christory,macet
 macet di jalur selatan https://t.co/ned5dmv4dj,macet
@tayunda_ kekejar sih harusnya kakkk akupun balik kerja jam 6 dan 42 menit kalo gak macet ke venuenya ,macet
@pejuangsekdin macet.....,macet
@ddongihan @182cr @taesanimut__t halo aye maaf telat baru datang td jaklingkonya kena macet dikit.... boleh banget dong ‍↕️‍↕️‍↕️ aku izin follow duluaaan yaah,macet
@convomf hpku nih masih lancar aja gak macet minus memori full mulu aja,macet
macet kontol,macet
@kittencatsu macet ngga?,macet
kalimalang k-nya kontol macet amat iatadi akh berangkat sejam sendiri,macet
masalahnya gara gara lu itu macet gila motor dari dua arah numpuk gabisa lewat terus harus pada minggir mentok bikin satu baris sampe parkir dulu di ruko pinggir jalan cuma biar lu bisa lewat eh kocakk jalanan bukan punya lu belum lagi kalo mobil sama mobil papasan dari dua arah,jalan rusak
kalau udah gini otak rada macet di otak tuh skrg masih d-2 krn di indo masih hari rabu. tp nanti pas hari kamis di kr kan udah d day ya tp kerasa lama krn hrs nunggu siangnya intinya kayak cepet tapi lamaaaa bener2 mix feelings,macet
@minariueo @jypetwice emang maunya berapa? 3 doang? kenyang ga? ga seaktipes itu tapi kamu join banyak oa kan? cari oa yang bisa menerima kemageran aku ada ga sih? percuma dik em en kalo aku patah hati terus kabur pake truk yg ada masih menangis di jalan karena macet di tol. ,jalan rusak
@nobitaro lebih premium dari yang sekarang. keknya mau nyaingin lippo. gua minggu lalu ke lippo banyak bat yang baru. k3mart pandora food tenant macem2. wk makin macet ga ni kira2? ,macet
@lahiyakutus enih manusia perasaan macet mulu yg dibahas.. lo tinggal dimana sikhh?? ditengah jalan ya???,jalan rusak
karena lagi mengalami galian jalan yang prosesnya lambat banget di bandung sampe bikin macet di mana2 liat ini jadi makin heuuhhhhhh https://t.co/f49kk1asxd,jalan rusak
@harumjeruk @itsanatime gapapa akan aku terjang macet itu demi ke kuroo bday,macet
giliran mobil mewah lawan arah dijalan sempit dengan marka putus karna posisinya macet banyak yang belain loh netizemmya tapi kendaraan besar yang lawan arah saat macet malah dihujat wkwkwk kontol emang ,jalan rusak
@choymarkochoy do tarik dealer. kredit nya macet. ,macet
@dyanaputrin giliran mobil mewah lawan arah dijalan sempit dengan marka putus karna posisinya macet banyak yang belain tapi kendaraan besar yang lawan arah saat macet malah dihujat wkwkwk,jalan rusak
dr satrio macet keluar rasuna said macet juga mau muter aja padahal. masuk tol dalkot macet panjang sampe jagorawi hanya gara2 1 mobil mogok. bener2 melelahkan,macet
alhamdulilah hari ini gak macet tp tenggorokan sakit ,macet
pengen tidur di kereta tapi udah gak mood gara gara macet tadi padahal baru deep keramas ampe sejam udah gk karuan lagi rambut tau ah keramas jumat aja https://t.co/bbunvpibja,macet
banjir jalan nusantara bikin macet dan motor mogok #banjir https://t.co/uvb5pccpl7,jalan rusak
@dyanaputrin salah satu jalan tembusan keluar dari arah rumah keknya dia nyelak dari bawah lawan arah krn disitu macet mulu..pas nyelak dr lawan arah pada masuk mobil jd dia mau masuk barisan lagi..,jalan rusak
oalah pantes tadi siang lewat sini macet bgt bayangin dari rawapanjang ke rs. mitra barat 35 menit.,macet
jkt-kld-tmbn-pwk-gw-krj-kld-tmbn-ckg jalanan gaada yang benerrr anjjj mana mana macet https://t.co/oevushbprt,jalan rusak
@sheandwhite udah macet sejak dulu yaa,macet
@karipiw masih dijalan kejebak macet,jalan rusak
@ridwankamil yah macet dah,macet
@j8minjeong mayanlah ke sana nyampe 7 jam kalo macet pake motor aowkaiwk,macet
baru kali ini ngerasain macet parah bareng lexi lx pegel cuk ,macet
@txtdaritng ya selama trans publik gitu2 aja dimanapun nanti pasti macet motor/mobil nambah terus tiap tahun.,macet
emang dekat stasiun macet parah sih kalau jam jam balik kerja mana suami aku baliknya selalu bersamaan penumpang kerja ,macet
wkwkwk kmrn lewat sini macet gara2 pd berkunjung k rumah almarhumah trus d tepi jalannya ada spanduk arah rumah nia sma tkp nia maktir gue juga minta k sna tp bapak w terlihat tidak tertarik akhirnya skip,jalan rusak
macet bgt hari ini bjir?! pulang kerja kalah jakarta-bandung,macet
jaket sendal jepit payung terus macet antri turun depan lobby,macet
macet bgt setannn stress gueh,macet
emang bener ya waras itu mahal. jadi harini aku pulang kesorean jadi dimana mana macet pasti akhirnya memberanikan diri buat lewat tol yang keluarnya langsung ke depan gang rumah dengan tarif tol yang astaghfirulloh mahalnya buju buset.,macet
iya sarapan sehat merasa produktif sampe lo macet-macetan naik motor 1.5 jam ilang itu telor jadi keringet,macet
ini kalau adrechant lihat juga di bilang ekonomi baik2 saja. baik2 ndogmu macet cok iki. baik2 untumu gimbal,macet
@bluebirdgroup ini supirnya ga mau ditertibin? mangkal depan stasiun mrt fatmawati kok sampe nutupin bus stop dan area antar jemput? makin bikin macet dan crowded. ngerti mau cari penumpang. tp please lah. klo lg peak hour jgn mangkal. bikin macet dan ribet. https://t.co/foqttvfbut,macet
@skyphiiii nanti grand wis 2025 macet itu tp gpp rumah gw jd deket mall,macet
aku sehari setelah perpanjang kontrak kerja: kejebak macet lagi dn lagi,macet
calon calon bikin tambah macet ini mah,macet
@jalankenangan13 ya emang sejabodetabek mah macet semua kalo ngomongin jalur darat berharap ape,jalan rusak
@jrcesar11 wkwk rill. tapi di grand wisata ga terlalu macet keluar situ baru macet dah,macet
selesai tahlilan tinggal balik rebahan semoga ga macet bgt deh jl tb simatupang,macet
macet nya yaampunn ,macet
krn 2 hari kena macet jd berangkat lebih awal. https://t.co/9nspws4ln6,macet
kebiasaan akhir tahun malah perbaiki jalan di mana2 bikin macet tai,jalan rusak
tiap hati gini wak macet macet macett https://t.co/pguanjgdux,macet
@ptjasamarga udah padat ada pak ogah yang nambah macet,macet
macet tol dalkot totally on another level sih i mean gaada kecelakaan perbaikan jalan atau penutupan jalan alias gaada sumber kemacetan tapi selalu macet parah dan stuck berjam2... imagine you paid extras 16rb cuman buat 1.5 jam di tol,jalan rusak
@dizappearr_ @lianrawrrr @mendokutsay @tanyakanrl aku gak tau pastinya ya kak krn paylater atau krn cicilan motor wkwk kayaknya krn macet bayar temenku sempet nganggur pas covid kmrn,macet
@kaelakovalskia nikmati perjalanan nya meskipun siapa tahu nanti kena macet,jalan rusak
@sheandwhite dari dulu emang udah macet yaa,macet
@basebdg kumaha nder cibiru masih macet?,macet
semua sama sama cape anjeng gua nunggu tj 30 menit terus macet mampus. baru dapet duduk di pertengahan jalan terus di dorong sama ibu ibu itu makin kesel lahh. tampilannya miskin dan bau minimal tau adab brengseg,jalan rusak
jadi.. hari ini tuh dijemput ayah di stasiun pake mobil. ayah nyuruh gue keluar dulu trs ngechat ayah kalo udah nunggu di luar stasiun biar gak bikin macet daerah stasiun (soalnya jalannya sempit),jalan rusak
pik ke pluit macet bgt anjenggg bangsattt,macet
aku baru sampe rumah kan ditanya ayah tumben lama bgt sampenya macet? iya naik jaklingko tadi lho knp ga naik mrt? emoney caca abis hehehe malu maluin ah punya emoney gaada isinya sebel bgt bgt dibilang malu2in,macet
wah bener bener sih ini galian di taman sari bikin macet parah,macet
bangke dah puri beta kapan si kelarnya astagfirullah cape banget tiap balik lewat joglo sekarang macet banget ,macet
@coffebit ndlogok jaran macet asuuu https://t.co/hmxgcpyjqn,macet
@tanyakanrl mungkin kena kol 2 nder atau ya kol 4 jadinya kredit macet gitu,macet
@svaloreau maaf bikin kamu nunggu. nanti aku marahin orang-orang yang bikin macet supaya enggak bikin kamu nunggu lagi. ,macet
sehari hari ngadepin macet doang,macet
@glacerseoyeon guys gue lagi di jalan beneran dah maaf kalo salah baca lagi di lampu merah macet percaya sama gue,jalan rusak
abis nganter nyokap macet bgt pukis,macet
@missgirlnat tadi mau nyamper tuh mereka berderet mana macet,macet
eh bisa ga tj kalau lg macet maju nya jgn dikit dikit gt bikin mual bgt kocak,macet
@makanbolaid sudah saatnya batam punya club yg tampil di liga 1 tiap ada event futsal di temenggung semngat suporternya gila bikin macet,macet
sama2 pernah melakukan kesalahan baik mz mantan maupun mz hts sama2 ga pernah kasar pas marah. suaranya emang rada naik tp ga sampe keluar kata kasar. lg kena macet aja ga pernah menghardik cuma ngeklakson kenceng dan panjang aja hehehe bs ngendaliin emosi tuh karakter org,macet
jalan tol bayar bukannya lancar malah macet parah bgt hadehh,jalan rusak
perkara jalanan sore ini macet banget alhasil jemput si 2 cantik jadi telat kasian mommy ina nungguin didepan lama dan si cantik una udah ngantuk banget masuk mobil langsung ketiduran. thank you yaa mr mrs untuk hariini @panahbintang https://t.co/hfwnsfsnoa,jalan rusak
gila pluit macetnya goodluck lah buat apapun yg bikin macet.,macet
@angelinajeng ke bandung pas liburan ga rekomen kecuali kemana-mana naik motor yah. kl mobil udah pasti macet apalagi long weekend,macet
jalanan macet kek,jalan rusak
kesel bgt macet 2 jaam sendiri di jalan segin naik tol gimana engga,jalan rusak
yg kejebak macet di pluit mari bergandengan tangan taee,macet
ke arah kota via bandengan yg tadi nya jrg macet malah jadi macet,macet
@rupacita_my_id iyaa.. sekarang di cilacap ayem banget alhamdulilah gak pernah nemu macet hidup slow ke pantai cuma 5 menit cuma panasnya aja yang gak kuat ,macet
@narauzyy pancong buy 1 get 1 yg bikin macet sigura kah,macet
itu mereka semua yg katanya oknum penguasa sebenernya pejabat atau maling sieh⁉️ cash ditimbun kayak sampah gak guna sementara perputaran duit di masyarakat lagi macet seret gak karuan.. buajingan https://t.co/2gic9cyr1k,macet
@kingtethicc indo mah pasti udah ke kanan tuh dan akhir nya malah macet makin panjang,macet
@master_rosh_ ih smpe macet bgt itu,macet
trnyata bner ya istilah diatasnya org sabar masi ad orang cileduk msaa gw pulang lwatin purbet yy udh tau jalanan macet parah trs tb2 jalanannya dibuntu sm policinya huftt,jalan rusak
@sheandwhite buset dari dulu macet,macet
@algoxritma gamau aku capek macet bgt pasteur cicendo sama paskal anjing pegel bgt tanganku,macet
@dkijakarta ini pam bikin proyek galian main taruh pembatas beton dari pagi sampai malam tapi belum ada aktifitas. lalu sekitar proyek nggak ada yg atur lalu lintas @tmcpoldametro. jadinya macet parah,macet
@gayung_aer kapannya lupa tapi pulang kerja naik motor jam 7 malem kehujanan laper masih di pondok indah macet pwol,macet
@ridwankamil awas bikin macet,macet
pls pluit shiball macet bgt anjrot,macet
@ngalamfess klakson terus²an pas posisi macet. lak kesusu budalo winginane,macet
@keselekblimbing ada apa ya macet bgt,macet
ini macet apaansi pluit anjing anjing capeq bgt w kejebak macet gini,macet
pluit macet parah nih mampir btr ke kost km blh tdk?,macet
@kegblgnunfaedh tolong jawab dong kenapa sih orang pada masuk jalur busway? pdhal dilihat dari sini aja jalan normal aja aman aman aja enggak yang macet sampai ke stop gitu note : alasan bertanya tempat tinggalku tidak ada jalan busway,jalan rusak
@ptjasamarga ada macet apa yaa dari tol pik menuju kota?,macet
sejam di tol macet tot,macet
waru arah sidoarjo macet karna ada pohon yg terbakar @e100ss https://t.co/ez0wfmhmbf,macet
@gyeouljm wkwkwkwk gua juga gitu. berangkat kerja lewat situ masih aman ga macet kalo pulang kerja ogah banget lewat situ ,macet
@nauyaw berangkat pagi biar hemat teh katanya kalo siang macet lama kali yak wkwkwk ,macet
ini yg samping revo bukan sih? sumpah ini mah makin macet,macet
@dittameliaa iya ini lagi di jalan kerasa macet banget,jalan rusak
@ridwankamil macet dah jalur balik kerja,macet
@ceulileutik @applejancok pemkot bandung pemkot bekasi pemkot jabar emang autopilot kabehhhhh!!!! si mikirin tuh macet dan chaos mobilitas warganya yg ptg ngabisin anggaran,macet
@mariobern_ @pythnetwork @choppatheshark @genia_xbt @mdomcahill @kemartiti @ptillement @pythintern macet yah bang,macet
@txtdaritng kejebak macet di hatinya lah min.. ,macet
gercep banget aspirasi kini ngga macet di jalan https://t.co/iviq3bfzmp,jalan rusak
pernah kena macet panarub gw tinggal makan mie,macet
baru sampe rumah abis ngadepin macet bangettttt terus lupa ga beli makan kucing dan langsung disuru balik lagi. sampe rumah ditegur juga gara gara hal kecil. bisa ga sih pengen diem dulu sejenak susah banget,macet
syit macet kampanye pulici,macet
urip full macet setelah kalimalang terbitlah mogot,macet
@ekokuntadhi1 kampus skrg emg diragukn kredibilitasny aplg byk rektor dekan dosen guru besar jd partisan partai bahkn jd aktor pilem dirty vote. mhsiswa dikit2 demo bikin macet ngerusak fasum giliran dsuruh desak dpr spy sahkan ruu perampasan aset eh malah brenti demo hakhakhak ,macet
@txtdrbekasi macet bgt dr kmrn benerin jalan serentak apa gimane si,jalan rusak
ini depan danau ngapa macet,macet
lo bilang pusat kemacetan baru? dari jaman gw smp udh macet. gw udh paling benci sialan dangkalan klo sore2 lewat komplek mall sana dari pakuwon sampeeee bcp truck semua,macet
emak gue batinnya kuat banget keknya kemarin di mobil gue tantrum karena jalanan macet akhirnya doi telp ga usah jemput dan rela naik ojek terus tadi gue ga mood besok buat masak tiba-tiba doi bilang besok ga usah masak ,jalan rusak
 ridha itu tdk lah mudah.. kejebak macet.. ngedumel.. istri belum nyiapin makanan saat pulang.. ngedumel.. lihat orang naik kendaraan ugal ugalan.. ngedumel.. baru pulang istirahat.. dimintain tolong istri beli gas lpg.. ngedumel.. itu semua wujud tidak ridhanya kt kpd allah.. ,macet
@n0restraint di jalan berapa hari? macet apa ga tahu jalan?,jalan rusak
nangis bangetttt pluit - jakarta kota dua jammmmmm naik tj kenapa macet bgttt hari ini capek bgttt besok mau naek anjing aja naek anjing info yg jual anjingg https://t.co/xpeqjc1eat,macet
@sofrihage pengen freediving katanya hiks cm menurut w ya tp syg aja gajsi seminggu disitu doank krn hindarij macet,macet
perasaan gue aja atau hari ini jakarta macet banget? padahal ga ujan lalu tengah minggu (ga nemu ada event juga),macet
@restrodepok ada empat titik rawan macet saat keluar tol sawangan ry. kemudian pertigaan arco parung bingung sawangan permai.mohon koranya petugas mengantisipasi kemacetan d titik tsb https://t.co/rigminp26a,macet
langganan bakso bude dicondet dri jaman kuliah 2017 smpe terakhir tgl dicondet juni kmren mash selalu ksni smnjk pindah ke palmerah gak pernh puas kl makan bakso skrg rela2 dri palmerh ke condet demi bakso bude ️ menerjang macet https://t.co/5xekoh4ky4,macet
videonya bagus tapi solusinya tetep ga cukup ngurangin polusi dan macet. berapa persen sih 15 golongan itu nyumbang problem di jakarta?,macet
+ no macet - ada sarana prasarana yang belum lengkap.,macet
jalur biasa kaga macet malah masuk jalur busway bikin macet tj tau ga warga cengkareng terkutuk iq minus (i'm cengkarengnese trust me) gpp deh ladang cari duit polisi tilang aja semuanya,macet
